Location,Latitude,Longitude
Off Channel Islands Jersey,4.9795999,8.3373597
Near Alma-Ata Kazakhstan,35.0525759,-78.878292
Near Meopham Kent,35.7882893,-78.7812081
Near Kisumu Kenya,-33.8698439,151.2082848
Near Nairobi Kenya,41.5844951,-84.6055076
Near Saverne Lorraine,41.6529143,-83.5378173
Near Skopje Macedonia,50.302131,-89.0373698
Near Antananivo Madagascar,35.0729732,72.8693976
Near Junnar Maharashtra,33.5967144,71.4399944
Near Bamako Mali,8.8265094,-82.4456064
Near Mergui Manmar,-5.4519975,150.4071418
Near Fort de France Martinique,-5.2842096,142.0288776
Off Nantucket Massachusetts,46.234953,-63.132935
Off Martha's Vineyard Massachusetts,41.641445,-80.151449
Near Tidjika Mauritania,-16.3988667,-71.5369607
Near Villahermosa Mexico,-9.5,-75.833333
Near Playa del Carmen Mexico,-9.53031745,-76.11427538631659
Toluca  Mexico,10.0206654,122.97715983111424
Near Flat Rock Michigan,7.0648306,125.6080623
Near Itta Bena Mississipi,8.0047262,124.2854351
Off Chandeleur Island Mississippi,10.28827565,123.97239768282294
Near Guelmim Morocco,38.72116535,-27.217637988768217
North Atlantic OceanMilitary - Soviet Air Force,38.7077507,-9.1365919
Off the Panama coastMilitary -  (2) U.S. Army Air Forces,58.1066864,-68.4038778
Aegean SeaSocieta Anonima Aero Expresso Italiana,46.8137431,-71.2084061
North Atlantic OceanMilitary -Royal Air Force,41.8239891,-71.4128343
Pacific Ocean between Hong Kong and MacaoCathay Pacific Airways,46.5,23.2
Off ChiliAerolineas Flecha Austral,43.4769604,43.5966578
MadagascarAir Madagascar,55.285088,38.3959035
Gulf of TonkinAir France,59.9911386,30.1673669
North Atlantic OceanMilitary - U.S. Army Air Forces,65.7109698,54.8179912
AndesPanagra,56.1517085,101.6334907
Persian GulfGulf Aviation (Kalinga Airways),44.2107377,43.134969
Over the Gulf of FinlandAero O-Y,61.254032,73.3964
PakistanMilitary - Pakistan Air Force,67.1507901,32.4082716
Pacific Ocean between Manila and GuamPan American World Airways,55.9835467,-3.2281112
AfghanistanAfghan Army,12.927555,-16.736405
Over the Persian Gulf near,12.6187699,-15.9944823
Whiting Field near,41.0547237,-3.8250591
Mount El Plomo near,40.2439312,-4.9108472
Jodhura Nepal,15.593974,32.5647767
Hitauda Nepal,15.244386,32.509082
Off East Moriches New,51.1970901,-0.6943123
Near Port Morseby New,36.19924,37.1637253
Off Lae New,22.9912348,120.184982
Porgera New,36.3019461,-88.3258578
Near Brows Mills New,29.7589382,-95.3676974
Mt. Ngatamahinerua New,30.048469,-99.1399464
Off Barnegat City New,46.291187,11.4604681
Near Williamsport Newfoundland,36.5984231,10.4990402
Calabar  Nigeria,45.7581012,8.5578947
Near Lagos Nigeria,-30.6170756,-56.9373451
Off Cromer Norfork,8.5816963,-71.1658075
Near Hendersonville North,-37.8142454,144.9631732
Near Kanggye North,22.2921668,103.1798662
Fort Bragg AFB North,17.72912395,-64.7589156481904
Near Grytoya Norway,36.8493695,-76.2899539
Near Lahore Pakistan,36.8331284,-81.519515
Bay of Bengal Pakistan,43.1707065,-2.6334897
Near Karamui Papua,52.37005905,-1.4812022553400643
Gumey Papua,46.2804298,-119.275205
Nineteen miles W of Kokoda Papua,39.2806451,-80.3445341
Off Buenavista Philippines,43.8122836,-91.2514355
Near Libacao Philippines,43.751281,-105.484825
Off Manila Philippines,17.063405,43.914884
Off Cagayancillo Philippines,-4.17510135,26.54095485528756
Near Fort Rupert Quebec,-15.2853637,28.3909082
Off  Macaé  Rio,-42.91702,147.60205
Stulpica Romania,39.8557834,-104.4010033
Near Strezhevoy Russia,43.2363924,76.9457275
Near Syktyvkar Russia,35.6768601,139.7638947
Near Shakhtyorsk Russia,35.3880338,-94.4265011
Near Irkutsk Russia,4.6737132,43.91483578968602
Nnear Kuybyshev Russia,34.3491443,62.2163252
Near Syktyvar Russia,33.705406,61.995481
Near Dhahran Saudi,10.6687051,122.9697527
Off Sumburgh Shetlands,61.0684293,-151.1409141
Off Jeju South,66.8880556,-157.1363889
Near Florence South,66.8982057,-162.5977621
Off Ullung Do South,61.09604365,-155.57460505433366
Off Chinhae South,53.9576138,-166.5894621
Near Iyakochchi Sri,61.2163129,-149.894852
Off Papeete Tahiti,59.6454064,-151.5445643
Near Hsinchu Taiwan,53.5462055,-113.491241
Kulyab Tajikistan,49.6189587,-114.4944274
Near Nashville Tennesee,36.5644827,3.5967523
Parrottsville Tennesee,31.385726,-2.011595847987405
Near Lockhart Texas,35.7044415,-0.6502981
Near Eindhoven The,-14.2754786,-170.7048298
Off Scilly Islands UKBritish,-11.7790355,19.9122676
Off Kirovograd Ukraine,-12.7772455,15.7346713
Off Rasal United,-34.0954713,-59.0245097
Talourow Island USSRAeroflot,43.2297425,1.7138034
Near Uchuduk Uzbekistan,34.9381496,-91.0209529
Espiritu Santos Vanuatu,-14.4646157,132.2635993
Near Puerto Cabello Venezuela,-37.020796,144.5315217
Near San Cristobal Venezuela,54.5172715,-128.599548
Near Huatesco Veracruz,51.00303,3.7988833
Near Moc Hoa Vietnam,5.9555868,100.4105036
Near Premier West,-16.4955455,-68.1336229
Near Bir Fadl Yemen,-15.4876389,-67.4033235
Near Goma Zaire,-16.3111834,-67.9093054
Near Oiapoque,-14.8582125,-66.7474736
Near Logar Afghanistan,-17.57467775,-65.58106454819556
Near Gardez Afghanistan,-2.5935424,-51.948209
Near Sheyma Alaska,-27.0922364,-52.6166878
Off Andreanof Islands Alaska,-6.6567654,-69.866161
Near Cold Bay Alaska,48.84438285,-123.28755177004037
Near Cuvela Angola,21.9596834,96.0948743
Near Ndalatando Angola,36.5832769,-118.7156531
Near Matala Angola,34.2669466,-118.3023
Gealdton Australia,33.804826,-118.168259
Near Lindau Bavaria,33.1958696,-117.379483
Near Yachiba Bolivia,33.8246269,-116.540303
Near Natal Brazil,39.1501662,-123.2077861
Near Pacatuba Brazil,34.8416435,-118.8648189
Near Florianpolis Brazil,49.4578405,-2.5349672
Near Coari Brazil,36.6519754,117.1138479
Near Sao Pedro d' Aldeia Brazil,36.0663249,120.3777659
Near Altamira Brazil,22.2977297,114.17084425
Mt. Kaolokung Burma,41.8026095,123.4279105
Near Santa Ana California,43.8844201,125.3180998
Near Duarte California,30.05518,107.8748712
Near Sihanoukville Cambodia,26.193218,118.2208721
Yangadou Cameroon,36.914927000000006,117.80471404664388
Fort Lamy Cameroon,0.8236934,-77.6349296
Near Aysen Chile,5.7451779,-75.9768362
Mount  Mercedario Chile,6.5206641,-74.1007112
Near Arica Chile,1.6815919,-75.2844565
Near Reo Copiapo Chile,5.0743694,-75.50811667440546
Over the Pearl River China,4.8474801,-75.534028
Near Xi'an China,3.9000578,-76.302013
Near Fonseca Colombia,4.71507735,-75.7508642033295
Near Malambo Colombia,10.4265566,-75.5441671
Off Mitsamiouli Comoros,4.7177471,-74.2031547
Near Kamina Congo,39.709152,-104.22199652971202
Near Irumu Congo,39.2508229,-106.2925238
San Ramon Mtns. Costa,37.2255593,-107.598112
Cincinnati International Airport Covington/Hebron,-4.0458404,27.5368974
La Romana Dominican,-4.3565973,14.7587752
Near Brighton East,41.4989861,-72.900658
Lakenheath AFB England,41.96238765,-72.31292971461522
Off Dungeness England,22.1883069,113.5493076
Near Yarmouth England?,4.4070793,-74.0697039
Nacias Nguema Equatorial,35.3396291,33.3205287
Near Brest France,50.0864234,14.4156772
Near Ouistreham France,49.2052271,16.602174203883113
Near Gemenos France,38.9223243,-77.0423032
Mount Phou-Lassy French,-2.9814344,23.8222636
Off Libreville Gabon,18.4802244,-69.95834385
Near Tbilisi Georgia,0.4729531,-77.5460728
Near Colombus Georgia,-4.0528506,-79.8053425
Nea Tkvarcheli Georgia,31.2025145,29.8739984
Near  Zugdidi Georgia,30.7152872,31.2470999
Chausseehausen Germany,52.666667,-1.0
Off Matthewtown Great,52.4796992,-1.9026911
Malahasa Attica Greece,51.0757824,1.0272519
Basse-Terre Guadaloupe,54.4166451,-3.5104538
Off Prangli Island Gulf,51.8022069,-0.6015429
Bekkessamson Hungary,51.5775626,-0.4278453
State of Arunachal Pradesh India,11.244962,41.5444484
Near Lipo India,60.1921338,25.105508
Near Leh India,48.9351403,2.4258354
Near New Delhi India,48.8534951,2.3483915
Near Salak Mountain Indonesia,47.2574315,3.6843003
Mt.  Kalora Indonesia,47.0706778,3.0029271
Near Rudshour Iran,48.0073849,0.1967849
Off Amalfi Italy,43.2957547,-0.3685668
Off Bari Italy,44.3511408,2.5728493
Off Shimano Japan,50.6440257,2.7226506
Near Njabini Kenya,41.9263991,8.7376029
Near Talas Kyrgyzstan,44.7352708,4.5986733
Near Sanoyea Liberia,-0.1838081,10.7658311
Near Varese Lombardia,32.0790074,-81.0921335
Niela Mali,33.9528472,-84.5496148
Long Haul Lake Manatoba,50.963605,6.1199802
Near Clarksburg Maryland,53.0758196,8.8071646
Near Chicopee Falls Massachusetts,50.1106444,8.6820917
Near La Paz Mexico,51.7237371,7.981095749335785
Near Guadalajara Mexico,39.591337,19.85961891873385
Near Puerto Vallarta Mexico,69.0,-28.5
Near Uruapan Mexico,14.7654948,-91.1537162
Hualla Hualla Mount,16.831790599999998,-90.04506367984175
Near Pyin Oo Lwin Myanmar,18.547327,-72.3395928
Off Dawei Myanmar,51.1541082,-0.1823116499127204
North Pacific OceanMilitary - U.S. Air Force,48.485603,21.3544735
TexasMilitary - U.S. Air Force,47.47939735,19.09138136805165
Atlantic Ocean off FloridaWestair Transport,42.0368759,-111.3963177
NicaraguaAerolineas Nacionales,42.1380804,-88.7834283
Atlantic OceanGreat Western and Southern Air Lines,28.4345031,93.2038913
Isle of ManHargreaves Airways,39.4667025,-87.4139119
Forest-in-Teesdale. United Kingdom British American Air Services,-7.5692489,110.828448
Off MalayaMilitary - Royal Air Force,-4.480476,138.9316798
Over North CarolinaPiedmont,2.6185545,115.69049695186618
Baltic SeaSwedish Air Force,-3.7109609,102.52508604705358
Off the coast of FranceBritish Overseas Airways,-9.3460171,124.63707741045216
Off BahrainAir France,-6.9286105,107.6179438
BahrainAir France,-10.1632209,123.6017755
Ilha Grande Rio de JaneiroAerolenas Argentinas,-0.14329415,101.62410241439257
Off Wake IslandMilitary - U.S. Navy,43.1370751,-93.3813637
Central MozambiqueMilitary - Mozambique Air Force,41.5868654,-93.6249494
Sea of JapanManchurian Air Lines,35.8224892,50.9904681
Desertores Island Región de Los LagosFuerzs Aerea De Chile,37.548341,45.0667111
Near Rooisand Desert Ranch Namibia,32.6707877,51.6650002
Jumla Napal,33.9405109,44.36984919383171
Mt. Canigou near,33.0367407,40.2876459
Rocky Mountain Nat. Park near,33.52740475,44.22065063035227
Gaurikund near,36.3740434,42.4434793
Near Palmerston North New,42.0937524,11.7922462
Near Port Hope Simpson Newfoundland,5.3799927,-4.0862133
Near Sokotu Nigeria,31.9515694,35.9239625
Near Abeokuta Nigeria,37.6922361,-97.3375448
Off Northumberland North,43.4140241,77.0661576
Near Jacksonville North,43.2363924,76.9457275
Off Vlieland Island North,0.3712048,34.26479520608315
Thistle Lake Northwest,20.4151514,104.047364
Mt. Lihesten Norway,41.8716036,21.6658181
Off Bergen Norway,-18.1553985,49.4098352
Near Salinas Victoria Nuevo,-18.9100122,47.5255809
Near Mackay OLD,-14.6622706,49.6517827
Near Montelillo Peru,38.69345485,-76.88430810208973
Near Tarma Peru,38.7848249,-76.9694015528087
Cerros Baco Peru,20.5320852,-97.4536355
Near Huaricanga Peru,24.833333,-104.833333
Off  Mackay Qld.,19.4059029,-99.1685264
Near Rollingstone Queensland,17.0939293,-100.1256489
Near Adler Russia,18.5081738,-88.297144
Norlisk Russia,18.833333,-98.0
Gulf of Finland Russia,41.9153358,-83.5135665
Herputchi Russia,43.8728443,-93.3010744
Near Serov Russia,38.7642176,-90.3820603
Near Poroslitsy Russia,38.6280278,-90.1910154
Near Dushanbe Russia,48.2934284,96.4479958
Ishikawa City Ryukyu,46.4085273,-105.840981
Near Campbeltown Scotland,45.6794293,-111.044047
Near Yengema Sierra,16.830584086095755,96.219108416901
Near Maribor Slovenia,47.60935,19.5949442
Near Borana Somalia,49.1932902,-123.1601178
Near Bearcat South,-3.72121995,-38.5108113635101
Near an Loc South,48.43369805,7.400492200664868
Near Pleiku South,37.31681916148178,-117.65394845309947
Near Songnam-si South,39.5285265,-119.8114328
Off Palma de Mallorca Spain,36.3644667,-105.7652927
Near Malakal Sudan,40.8823207,-73.5059562
Khartoom Sudan,40.518157,-74.4113926
Near Paramaribo Surinam,44.6947885,-73.45654837957537
Off Quemoy Taiwan,42.933597,-72.2784264
Near Singida Tanzania,42.9056288,-74.5718073
Tachikawa AFB Tokyo,40.8263965,-73.68499298026316
Near Krasnoyarsk USSRAeroflot,52.5684809,-65.8779818
Berdiansk USSRAeroflot,11.6038399,-83.56138138247925
Southern Belarus USSRAeroflot,11.4983864,-85.62553996271319
Near Pleiku Vietnam,9.0643305,7.4892974
Near Augustdorf West,9.2089255,12.4802485
Near Milwaukee Wisconson,35.2272086,-80.8430827
Near Rijeka Yugoslavia,35.3848841,-77.9927651
Korat  -,54.596391,-5.9301829
Near Cannelton 10,36.2659698,-95.8548557
Near Charasyab Afghanistan,42.9832406,-81.243372
Near Shach Goan Afghanistan,44.0505054,-123.0950506
Near Butte Alaska,45.2965257,-117.807987
Near Rovie Albania,40.3267407,-78.9219698
Near Kuito Angola,39.9527237,-75.1635262
Near Mendoza Argentina,-9.0242614,-76.066128
Near Barito Argentina,-15.7388369,-73.8618503
Off Broome Australia,-6.3718272,-77.8093378
"Bakou Azerbaijan
	
Bakou",10.28827565,123.97239768282294
Near Gent Belgium,7.2237628,124.2467062
Near Dixmude Belgium,53.3415106,16.0881475
Near Rurrenabaque Bolivia,-10.0501856,143.06928125805538
Near Sayari Bolivia,60.3729364,120.403496
Off Macae Brazil,58.014965,56.246723
Off Florianopolis Brazil,67.654907,134.635071
Sierra Cristais Brazil,55.8228734,49.0506912
Near Tangara de Serra Brazil,56.866557,53.2094166
Belem Bay Brazil,53.0199838,158.6471356
Vrastsa Bulgaria,48.7081906,44.5153353
Okaraba Burma,56.839104,60.60825
San Diego CADuncan,61.96095135,76.67974779346457
Near Wawona Cailifornia,56.9051246,59.9431941
Off Marina del Rey California,60.9339411,76.5814274
Near Riverside California,-13.8571312,-171.7842517
Mount San Gorgonio California,39.3042403,9.2035381
Near Beaumont California,28.3386637,46.12358002192988
Off San Diego California,28.4225409,48.4927814
Burbank Calilfornia,55.861155,-4.2501687
Llandow Airport Cardiff,52.303055,104.155769
Near Bangui Central,29.49141305,106.5375723873266
Near Nanking China,36.7908664,126.4597679
Between Chungking and Shanghai China,37.2473814,-1.7973403
Luishui China,41.1172364,1.2530982
Near Tengya China,38.9950921,-1.8559154
Off Ceylon Cocos,43.2630018,-2.9350039
Sugar Loaf Mountain Colombia,13.4420205,22.4459786
Near Tame Colombia,27.8902032,107.253901
El Soldado Colombia,-2.9888243,104.7568507
Near Florencia Colombia,51.37288968420942,-0.1012875864676566
Queate Colombia,59.3834721,17.8540246
Near Colorado Springs Colorado,47.4812949,8.4858049
Near Aspen Colorado,22.6616764,121.492596
Near Placetas Cuba,24.1350075,120.6032911
Near Aswan Egypt,36.464547595019184,-82.1994912519277
Menzalah Lake Egypt,32.44645,-99.7475905
Near Digne-Les-Bains France,32.69440416728028,-97.18237887274448
Near St. Etienne de Tinee France,33.1838787,-97.1413417
Near Fontainebleau France,-10.15605673124466,123.59490880589829
Off Cape Griz Nez France,37.9162222,40.2363542
Off Perpignan France,38.23166,27.02997
Off Cap-Ferret France,40.3443674,26.6845975
Near Alencon France,-14.2754786,-170.7048298
Near Ermenonville France,48.4421119,22.7185408
Near Nantes France,-34.7923733,-55.3837161
Near Ouroux France,41.2230048,-111.9738429
Near Gao French,41.1762016,-112.602336124358
Near Tiflis Georgia,42.492462077130334,59.60420665775837
Forcheim Germany,8.1028532,-63.5469562
Off Samland Germany,11.8382889,-66.6391165
Wetnum Germany,44.4761601,-73.212906
Near Skalafell Iceland,16.4639321,107.5863388
Near Woodstock Illinois,36.6612387,-80.9239671
Kalasahar India,37.3705777,-77.0605098
Near Meerut India,47.6571934,-117.42351
Near Naha Indonesia,46.4553899,-121.898979
Bainaha Valley Indonesia,47.5348778,-122.043297
Jadura Indonesia,47.6696056,-117.8777336
Near Karai Iran,44.32614323953776,-106.91357443490476
81 miles SW o fShahre Kurd Iran,62.3992362,-140.3718394
Near Mashhad Iran,-6.0730028,145.3932891
Rutbah Wells Iraq,-2.1138854,133.5287755
Off Wexford Harbor Ireland,-37.05238718534656,175.93813353077223
Mt Visenti Italy,35.9304371,64.76118060946182
L'isola di Ischia Italy,34.430195,70.460128
Near Sora Italy,31.50585365,65.8420921263143
Near Cascina Italy,33.3967079,-86.1597137
Near Miho AB Japan,55.5897222,-130.7458333
Misaki Mountain Japan,57.4086082,-135.4596206
Near Tokyo Japan,61.785,-161.3202778
Hanea Kauai,61.253281650000005,-149.80817355784652
Near Almaty Kazakhstan,60.7922222,-161.755833
Off Malindi Kenya,34.8508816,5.729074
Near Lothian Maryland,-14.24198965,-169.46459907332468
Boston Massachutes,-9.1472811,18.0431019
Near Cuidad de Valles Mexic,-8.88507135,13.205464476367537
Amemeca Mexico,-17.6097686,18.6223286
Off Tangier Morocco,-12.4690414,14.1370622
Near Pemba Mozambique,-34.6510527,-58.6217416
Near Gotemba City Mt.,-33.1237585,-64.3489782
Near Cucuta N,-36.777492,-59.863442
North Atlantic OceanAero Limited,-31.4166867,-64.1834193
Santiago de CubaCubana de Aviacion,40.1777112,44.5126233
South Indian OceanMalaysia Airlines,-31.8985059,115.9702294
Over the North Pacific OceanMilitary - U.S. Air Force,-34.3830356,147.46858599208093
Off the Oregon coastPan American World Airways,-2.8974072,-79.0041726
Off  BiminiState Airlines,25.0782266,-77.3383438
New GuineaMilitary - U.S. Army,50.7360524,4.2374349
Over the North AtlanticMilitary - U.S. Air Force,51.0037524,4.6290719
North Pacific OceanPrivate - Facilities Management Co.,50.9510266,4.3085198
Near Chicago IllinoisSnow Valley Ski Lines,42.36317665,-71.01364006269452
Atlantic OceanContinental Air Transport,-8.1993049,-35.5631137
Gulf of OmanImperial Airways,-10.9162061,-37.0774655
Southeastern BoliviaTAM (Bolivia),-28.2550598,-52.3966606
Near NagMilitary - Iranian Air Force,-23.5427842,-46.3108391
Barquisimeto VenezuelaAvensa,-8.0584933,-34.8848193
AlgeriaMilitary - French Air Force,-12.9822499,-38.4812772
Off Northern GermanyMilitary - German Navy,-9.98283537008162,-67.87247308266419
Near Bethani Nepal,58.9939483,-125.7770162814497
Near Zephyr Cove Nevada,51.583333,-122.25
Near Waikanae New,41.3952948,23.2067832
Off St. Johns Newfoundland,16.783333,94.733333
Stephenville Newfoundlandu.s.,34.4826899,-118.6307097
Near Danbury North,34.858152950000004,-116.84303813919234
Trontheim Norway,34.2572499,-118.6017022
Coral Sea off,34.8253019,-116.0833144
Near Marseille Ohio,4.38676145,18.56258375419364
Off Ryukyu Islands Okinawa,-37.0068109,-71.6179097
Near Klamath Falls Oregon,38.4852037,106.2261926
Near Parachinar Pakistan,36.6519754,117.1138479
Lowery Pass Pakistan,40.2355108,97.4322482
Near Kuna Yala Panama,11.0101922,-74.8231794084391
Near Lima Peru,10.0374894,-73.2387011
Near Mesones Muro Peru,0.6686314,-76.8749187
Western Pacific Ocean Philippine,1.5370737,-70.2054609
Near Cebu Philippines,-4.2129211,-69.9425963
Near Davao City Philippines,6.0572745,-75.502611
Off Panay Island Philippines,39.92039595,-105.78432075672396
Near Warsaw Poland,10.4265566,-75.5441671
Ste. Foy PQ,0.5184021,25.2057292
Near San Juan Puerto,45.8130967,15.9772795
Near Doha Airport Qatar,55.1431224,14.922629658767558
Near Gaspe Quebec,51.7520131,-1.2578499
Magdelen Islands Quebec,50.828514,-4.519723526204535
Off Djibouti Republic,15.3389667,38.9326763
Near Saint Denis Reunion,10.2122931,41.9276454837688
Near Balotesti Romania,6.9999025,36.4974513
Near Mezhdurechensk Russia,-16.625798500000002,178.477432975
Near Bugulma Russia,-18.11172197830597,178.4060254342296
Near Terney Russia,28.0785034,-80.6077908
Near Yakutsk Russia,30.6324149,-87.0396881
Near Barki Russia,30.421309,-87.2169149
Near Aradan Russia,48.9863555,2.4500537
Kuibyshev  Russia,47.4874,-3.12152
Near Zhadanof Russia,48.8121301,3.0843818
Off Freetown Sierre,33.0142344,-83.9044159
Dien Bien Phu South,42.7121136,41.4721354
Near Phan Rang South,41.6934591,44.8014495
Ben Me Thuot South,41.6241427,41.6249897328339
Near Seymour South,49.28887445,10.55976933809508
Pleiku South,47.9844315,8.8186606
Near Johannesburg South,50.7975562,8.9231329
Near Khe Sanh South,53.6784483,6.9956079
Elands Bay South,47.7664456,9.1605106
Shamsam Mountains South,53.6323399,10.0233695
Near Hunghae South,41.8160629,2.5141453
Off East London South,39.591337,19.85961891873385
Omsk Soviet,11.7614835,-12.0118889
Near Anuradhapura Sri,22.4732415,70.0552102
Pieri Sudan,22.2029937,-159.4956949
Off Hsinchu Taiwan,21.970833,-159.715
Mtara Tanganyika,15.2994474,-87.29169807731974
Off Mwanza Tanzania,38.5250491,-89.1334037
Off Hobart Tasmania,41.8794989,-87.8136997
Camden Tennesee,31.2873363,75.792424
Near Clarksville Tennessee,25.6093239,85.1235252
Near Sequin Texas,9.9674277,76.2454436
Carswell AFB Texas,26.61695705,92.76500717365028
Near Yenice Turkey,32.3021899,75.65894063717977
Karabogazgol Bay Turkmenistan,19.19793615490624,72.80024937782284
Vorochilovgrad Ukraine,29.8468789,79.93731756027664
Near Al Fujayrah United,-34.1069929,18.4710125
Off Campbeltown United,41.5644798,-87.5125412
Near Georgia USSRAeroflot,-1.1836086,136.0816321
Moscow USSRBalkan,0.7884397,116.2419977
Chrallave Venezuela,42.4966815,-96.4058782
Near San Felipe Venezuela,36.2974945,59.6059232
Off Da Nang Vietnam,36.0156291,49.8398161
Near Tacora Volcano,52.2757233,-10.2429647
Near Adler Washington,43.7697955,11.2556404
Near Quilcene Washington,43.946543250000005,12.63074901925494
Off Aden Yemen,43.4519831,142.8197834
Mautaer Zimbabwe,32.0438284,118.7788631
Over Irrawaddy Basin,32.538610199999994,38.13073283526786
Sibuco Point  Air,39.350833,-101.710172
Grand Canyon Airzona,51.360162900000006,0.3639095281289543
SW of Algiers Algeria,36.7853194,-86.3533242
Ghadames Algeria,-0.1029109,34.7541761
Near Menongue Angola,-0.152707,37.3092138
Off Mar del Plata Aregntina,19.995933,100.63944758619968
El Portezulo Argentina,33.88922645,35.50255852895232
Near Prahuaniyeu Argentina,48.7419909,7.3625953
Near San Carlos de Bariloche Argentina,29.9942265,-90.2417806
Wampit Australia,29.3791112,-90.2600787
Lagens Air Force Base Azores,41.9961816,21.4319213
Alberno Canal BC,-22.8217524,47.8307127
Near Magazini Belgian,-14.2423689,48.5205176
Cipo Mountain Brazil,19.2094471,73.8771937
Near Ilheus Brazil,43.6573605,-70.2586618
"Florianopolis Brazil
Florianopolis",46.0386716,-67.959596
Near Terrace British,-18.9065998,47.518922
Near Mong Pa Liao Burma,3.210604606135015,101.74911139395162
Near Lashio Burma,12.649319,-8.000337
Near Saugus California,16.2788129,-0.0412392
Near Dizangue Cameroon,19.4641919,0.8573623
Near Buca Cameroon,12.4319552,98.5955711
Two Harbors Catalina,39.1595439,-76.61515136556432
Santiago Chile	Aerolineas,42.2071184,-72.6075851
Near Tainjin China,17.9884657,-92.9366326
Between Calcutta to Dinjan China,20.6308643,-87.0779503
Off Dalian China,17.0,-96.5
La Poyatta Colombia,25.4230425,-100.9927509
Near Pasto Colombia,19.28159795790642,-99.4923410803155
Near San Vicente del Caguan Colombia,28.5000001,-106.0000001
Near Walsenberg Colorado,24.7978965,-107.393395
Near Kinshasa Congo,19.0303263,-97.2698195
Walikale Airstrip Congo,42.0964314,-83.2918744
Puerto Limon Costa,51.53345965,-0.3827263014005531
Near Isiro Democratic,44.0839937,-93.2261076
Near Kisangani Democratic,33.4951269,-90.3229458
Near Portland Dorset,28.9863852,-10.0574351
Near Zumba Ecuador,-25.966213,32.56745
Near El-Thamad Egypt,20.139197,92.8970859
Near Ayayda Egypt,22.0700655,-159.4979006
Elbet Beni Salama Egypt,36.1285933,-5.3474761
Near Bovingdon England,44.25777845,-88.38739519811365
Near Leeds England,28.6573817,81.51378247545702
Off Hartland Point England,27.8104986,84.36710139483444
En route Miami FL,51.89185761227488,4.440864588996551
Mount Coron France,39.3642852,-74.4229351
Near Helgoland Germany,-36.99321065,174.89020242948718
Near Wurzburg  Germany,52.58545705,-1.985191146128785
Godthaab Greenland,42.8873038,-72.4703661
Narsarressuak Greenland,43.157285,-77.615214
Near Nicoya Guanacaste,50.533333,-56.283333
Guatamala City  Guatemala,35.3187279,-82.4609528
Blackbushe Hants,33.8278405,-78.6800323
San Barbra Honduras?,68.93402825000001,16.49154263908059
Hjedinsfjordur Iceland,48.73005955,2.367831255814345
Near Boise Idaho,31.5656822,74.3141829
Off Calcutta India,30.197838,71.4719683
Off Natuma Island Indonesia,9.3553005,-79.8974085
Near Ruteng Indonesia,-6.497757849999999,144.82907880219938
Near Madiun Indonesia,-8.673149500000001,147.2621270017873
Near Cidahu Indonesia,-1.45056,-48.4682453
Off Kaimana Indonesia,40.90781245415472,-77.93713826287956
Near Sari Iran,40.335345,-75.9279495
Near Rome Italy,-5.2883902,-76.292099
Off Drewin Ivory,11.480692,122.3024183
Off Tanegashima Japan,10.6762836,122.9513786
Near Jericho Jordan,6.0531173,121.0007633
Bozoy Kazakhstan,48.8562821,-64.2010241
Ol Kiombo Kenya,51.4775538,-78.7498924
Near Longtiang Laos,-22.28283055,-41.96490906592897
Beiruit Lebanon,44.0042578,28.6375058
Near Fredrick Maryland,60.732758,77.600807
Near Atar Mauritania,59.0827605,159.9512943
Near Nema Mauritania,61.6685237,50.8352024
Near Cancun Mexico,55.86315694985106,49.073633023207016
Near Monclava Mexico,54.599422,99.844017
Pinarete Mountain Mexico,49.1592435,142.1070013
Near Milpillas Mexico,56.6015917,115.4158334
Near Unionville Missouri,54.7234041,-4.9546277
Kishiniev Moldavia,34.5734106,126.5989275
Near Erdenet Mongolia,34.1984435,-79.7671658
Near Casablanca Morocco,42.2632018,3.1755328
175 miles off the Egyptian coastEgyptAir,36.5297438,-6.2928976
English ChannelAir Union,19.619217,37.211709
Near Lete PassTara Air,6.0889469,121.1054959
Off São Tomé IslandAir São Tomé,46.4203657,9.2269445
VenezuelaAerotechnia,47.09654433479344,8.270377853740591
SingaporeMilitary - Royal Air Force,46.2017559,6.1466014
South Atlantic OceanMilitary - Royal British Navy,23.5663766,119.5784885
English ChannelAir France,24.8066333,120.9686833
Near Lukla Nepal,35.9603948,-83.9210261
Near Albuquerque New,29.8832105,-97.6736292
Iran Jayas New,27.64572445942724,-98.08417237856554
Manus Island New,-33.975,18.6416667
Paraparaumu New,48.1482659,38.6482653
Mangere New,49.841952,24.0315921
Near Stratford New,46.4843023,30.7322878
Near Kaduna Nigeria,-32.9409311,151.6685623
Near Texel Island North,10.4677932,-68.0436682
Near Broennoysund Norway,7.7756663,-72.2214154
Near Skien Norway,10.75761925,106.04067805682207
Sibuyan Sea off,21.02386545,105.55383751543042
Oumba Papua,37.5385087,-77.43428
Near Wilkes-Barre Pennsylvania,37.4223352,-81.6437197
Near Toumavista Peru,12.865,44.9625
Near Pampa Hermosa Peru,-1.6665685,29.225652
Zamboanga Philipines,-22.2745264,166.442419
Papanga Philippines,3.8432128,-51.8350798
Camuigan Philippines,3.8689867,11.5213344
Near Amiens Picrdie,51.46773895,-0.4587800741571181
Near Rimouski Prov.,39.9999743,11.9999826
Off Adler Russia,42.63366575,-5.594228893262919
